cnpj,nome,uf,city,ibge,bairro,cnae_match,match,tier,method,addr_sim,name_sim,tp_id,tp_name
47513819000116,VILA FITNESS,BA,Jacobina,2917508,ESTACAO,principal,0,,,,,,
47515694000163,ESTUDIO OTAVIO AUGUSTO,MG,Santa Luzia,3157807,QUARENTA E DOIS,principal,0,,,,,,
47523138000139,FOCCO FIT ACADEMIA LTDA,SP,São Paulo,3550308,JARDIM SAO PAULO(ZONA LESTE),principal,0,,,,,,
47541110000124,BOX 365 CROSS TRAINING,SP,Cravinhos,3513108,ALVORADA,principal,1,alta,num+rua+nome,100,84,95054fc0-74de-42ff-8bdf-d1862d61c480,Box365 Cross Training
47545524000121,CLINICA DE FISIOTERAPIA E PILATES - ISABELA ROCHA,MG,Poços de Caldas,3151800,JARDIM COUNTRY CLUB,principal,0,,,,,,
47554113000100,A2FIT ACADEMIA,PE,Recife,2611606,MADALENA,principal,0,,,,,,
47582711000185,DERMAFISIO,MG,Itamarandiba,3132503,PRIMEIRO DE MAIO,secundario,0,,,,,,
31911455000273,ACADEMIA OMEGA FITNESS,MG,Belo Horizonte,3106200,JARDIM LEBLON,principal,0,,,,,,
47589503000108,PROGRESSIVE TRAINING,SC,Timbó,4218202,QUINTINO,principal,0,,,,,,
09021523000270,,MG,Três Corações,3169307,JARDIM DAS HORTENCIAS,principal,0,,,,,,
47603277000172,FENIX FIT,CE,Crato,2304202,SEMINARIO,principal,0,,,,,,
47604991000185,ARMANDO MARCHEZANI,SP,São Paulo,3550308,VILA GOMES CARDIM,principal,0,,,,,,
47614087000150,PSI CORPORIS - CLINICA DE SAUDE INTEGRADA,PR,Londrina,4113700,ALTO DA BOA VISTA,secundario,0,,,,,,
00697509001107,ESPACO VIVA BEM,RO,Ariquemes,1100023,SETOR 02,secundario,0,,,,,,
47633739000102,STUDIO VILAFIT,MG,Nanuque,3144300,VILA NOVA,principal,0,,,,,,
47638204000116,MOTRICITE,MT,Primavera do Leste,5107040,PARQUE CASTELANDIA,principal,0,,,,,,
47642531000141,,PR,Araucária,4101804,CAPELA VELHA,principal,0,,,,,,
47643487000194,MFIT ACADEMIA,SP,Sumaré,3552403,PARQUE DAS NACOES (NOVA VENEZA),principal,1,alta,num+rua+nome,100,90,d3c00339-7878-43f0-ba18-e95b523e782b,Megafit Academia
47644134000109,TRINUS SOLUCOES OCUPACIONAIS,MG,Pirapora,3151206,CENTRO,secundario,0,,,,,,
47644962000147,ESPACO M SILVA,MG,Lima Duarte,3138609,IBITIPOCA,principal,0,,,,,,
47645762000109,ESPACO INTERPSI,PR,Londrina,4113700,ITAMARATI,secundario,0,,,,,,
47658007000169,,SP,Espírito Santo do Pinhal,3515186,PARQUE DAS NACOES,principal,0,,,,,,
47658813000137,,RS,Arroio Grande,4301305,CENTRO,principal,0,,,,,,
47663546000196,ESSENCIAL PHYISIO,BA,Feira de Santana,2910800,SANTO ANTONIO DOS PRAZERES,principal,0,,,,,,
47663722000190,LMC FISIOTERAPIA,MG,Indianópolis,3130705,CENTRO,secundario,0,,,,,,
47665973000103,APRIMORE PILATES,PB,Campina Grande,2504009,CATOLÉ,principal,1,alta,num+rua+nome,100,100,c5bdc32a-12f5-443c-a534-01d8016b3bec,Aprimore Pilates 
47678192000153,,RN,Natal,2408102,LAGOA NOVA,secundario,0,,,,,,
47679084000103,CLINICA DE TERAPIAS INTEGRADAS,SC,Blumenau,4202404,VICTOR KONDER,secundario,1,alta,num+rua+nome,100,100,f03ea3f4-8bc5-42fc-aad0-91388abfa3f9,Clinica de Terapias Integradas
47679433000189,PANOBIANCO TABOAO DA SERRRA,SP,São Paulo,3550308,JARDIM JUSSARA,principal,0,,,,,,
47682361000129,,SP,São Paulo,3550308,JARDIM HELIAN,principal,0,,,,,,
47691687000112,ACADEMIA PHYSICAL,MA,Bom Jesus das Selvas,2102036,CENTRO,secundario,0,,,,,,
47692521000110,AARON ACADEMIA,MG,Montes Claros,3143302,MAJOR PRATES,principal,1,alta,num+rua+nome,100,100,a31d1814-2637-4178-b2c6-c32ca6289c78,AARON ACADEMIA
47200781000121,TENIS DE MESA JOSE HENRIQUE,PR,Assaí,4101903,CONJUNTO ASSAI,secundario,0,,,,,,
47697192000109,,RJ,Rio de Janeiro,3304557,LAGOA,principal,0,,,,,,
47713083000120,SOLICORPOEMENTE,SP,Ribeirão Preto,3543402,JARDIM IRAJA,principal,0,,,,,,
47716784000112,CW FIT PERFORMANCE,MG,Caratinga,3113404,CENTRO,principal,0,,,,,,
47726240000131,,RS,Trindade do Sul,4321956,CENTRO,secundario,0,,,,,,
47726900000184,DRA RAFAELA SILVA FISIOTERAPEUTA,PR,Campo Largo,4104204,VILA BANCARIA,secundario,0,,,,,,
47730261000120,FLOW YOGA E MOVIMENTO,MG,Nova Lima,3144805,VILA DA SERRA,principal,0,,,,,,
47736042000159,CROSS 883,MG,Uberlândia,3170206,PARQUE DO SABIA (LOTEAMENTO),principal,0,,,,,,
47750566000102,ACADEMIA HOME GYM,PE,Petrolina,2611101,ANTONIO CASSIMIRO,principal,0,,,,,,
47752127000120,TREINAMENTO BRAGA,AC,Rio Branco,1200401,FLORESTA SUL,principal,0,,,,,,
47758393000160,,PR,Cascavel,4104808,RECANTO TROPICAL,secundario,0,,,,,,
47764901000113,PAUSE FITNESS CLUB,MG,São Lourenço,3163706,VALE DOS PINHEIROS,principal,0,,,,,,
13446634000203,,PR,Pato Branco,4118501,SAMBUGARO,principal,0,,,,,,
47777249000171,STUDIO PERSONAL PILATES E MUSCULACAO LUDMILLA LIMA,GO,Itumbiara,5211503,KARFAN,principal,0,,,,,,
47787540000120,POTENCIAL ACADEMIA,SP,Piracicaba,3538709,JARDIM CALIFORNIA,principal,0,,,,,,
47789670000100,RHGL SPORTS,RN,Natal,2408102,LAGOA NOVA,secundario,0,,,,,,
47791305000122,,SP,Indaiatuba,3520509,JARDIM RESIDENCIAL DONA LUCILLA,secundario,0,,,,,,
47806094000154,RICO ESPORTES LTDA,SP,Guararema,3518305,CENTRO,secundario,0,,,,,,
47808948000131,WS CROSS TRAINING ACADEMIA,GO,Chapadão do Céu,5205471,JARDIM ACALANTO,principal,0,,,,,,
47816357000106,CTL9,MG,Juiz de Fora,3136702,SAO BERNARDO,principal,0,,,,,,
47818138000166,ESTUDIO DE PILATES LUANA BLAIA,SP,Tupi Paulista,3555109,CENTRO,secundario,0,,,,,,
41306400000298,,SP,São Bernardo do Campo,3548708,RUDGE RAMOS,secundario,0,,,,,,
47836322000139,,PR,Arapongas,4101507,JARDIM PORTAL DAS FLORES,secundario,0,,,,,,
47854114000162,,SP,São Paulo,3550308,JARDIM TAQUARAL,secundario,0,,,,,,
47872090000174,CLINICA CHALUP,BA,Feira de Santana,2910800,CASEB,secundario,0,,,,,,
47872407000172,CENTRO EDUCACIONAL TERESINHA DE JESUS,RJ,Cabo Frio,3300704,PARQUE BURLE,secundario,0,,,,,,
47874440000131,BARBARA PASSOS FISIOTERAPIA E PILATES,MG,Itajubá,3132404,VILA ISABEL,secundario,0,,,,,,
47874804000183,,PE,Recife,2611606,VARZEA,principal,0,,,,,,
47875783000110,HACHIMAN CENTRO DE TREINAMENTO E SAUDE LTDA.,SC,Florianópolis,4205407,CAPOERIAS,secundario,0,,,,,,
47875814000133,,RS,Itaqui,4310603,CAPELINHA,secundario,0,,,,,,
47880212000174,DIVI CROSS,MG,Divinópolis,3122306,BOM PASTOR,principal,0,,,,,,
46571179000138,POWER FITNESS,DF,Brasília,5300108,CENTRO (SAO SEBASTIAO),principal,0,,,,,,
47882320000186,STUDIO MARCUS PIRES,MG,Viçosa,3171303,FATIMA,principal,0,,,,,,
47887449000187,,MG,Ipatinga,3131307,CIDADE NOBRE,principal,0,,,,,,
47890064000179,TL FISIOTERAPIA,SP,São Paulo,3550308,JARDIM HELENA,secundario,0,,,,,,
47902927000180,,PA,Conceição do Araguaia,1502707,CENTRO,principal,0,,,,,,
47909868000172,ACADEMIA FORMA FITNESS,SE,Santana do São Francisco,2806404,CENTRO,principal,0,,,,,,
47910842000144,SPACE FITNESS,MA,Imperatriz,2105302,VILA REDENÇÃO,principal,0,,,,,,
47915846000115,GRUPO ENCENA,MG,Contagem,3118601,CABRAL,secundario,0,,,,,,
47922383000119,******,AL,Taquarana,2709103,CENTRO,principal,0,,,,,,
47940508000133,CT THIAGO CAMARA,RJ,Itaboraí,3301900,RIO VARZEA,principal,1,media,nome+rua,100,100,33ba20b6-7728-41fc-80a4-3b0234e143d2,CT THIAGO CAMARA
47942047000138,AVALIE TREINAMENTO FISICO,AL,Maceió,2704302,PONTA VERDE,principal,0,,,,,,
47942090000101,ACADEMIA TRANSFORME-SE,BA,Conceição do Jacuípe,2908507,CENTRO,principal,0,,,,,,
47943674000193,ACADEMIA DO FUTURO,PR,Flor da Serra do Sul,4107850,CENTRO,secundario,0,,,,,,
47947545000173,ESPACO LIVING - SAUDE E BEM ESTAR,SP,Valinhos,3556206,CASTELO,secundario,1,alta,num+rua+nome,100,100,9ca4bc9c-b400-4d61-9cbe-9d18a5120e3a,ESPAÇO LIVING - SAUDE E BEM ESTAR
47950815000103,BRAVA CLINIC,SC,Pescaria Brava,4212650,PONTA DAS LARANJEIRAS,secundario,0,,,,,,
11019383000247,,MG,Betim,3106705,CENTRO,secundario,0,,,,,,
47954263000101,PROFIT ALEGRETE,RS,Alegrete,4300406,CENTRO,principal,1,alta,num+rua+nome,100,100,f4ef08ea-ca9c-4567-b987-47b6fbf01aea,PROFIT ALEGRETE
47958786000118,ESTUDIO NICOLAS DIAZ LTDA,PR,Foz do Iguaçu,4108304,YOLANDA,principal,0,,,,,,
47959818000108,TRIO CENTRO DE TREINAMENTO,SP,Sertãozinho,3551702,JARDIM LOPES DA SILVA,principal,0,,,,,,
47964597000158,INFINITY HEALTH CLUB,RJ,Macaé,3302403,CENTRO,principal,1,alta,num+rua+nome,100,100,9469de56-dc43-4b78-a8d4-c5aa850f28d3,Infinity Health Club Centro
39146848000240,ACADEMIA VITTAL ENERGY II,BA,Morro do Chapéu,2921708,CENTRO,principal,1,alta,num+rua+nome,100,96,b575fd96-dfe3-4bd6-ac43-b9f3443acb1a,ACADEMIA VITTAL ENERGY 2
47784151000141,BULK FIT 5 ACADEMIA,MG,Uberlândia,3170206,MARTINS,principal,0,,,,,,
42492653000266,,SP,Guarulhos,3518800,JARDIM MADEIRENSE,principal,0,,,,,,
47978576000191,PRODUCOES BOREAIS,RJ,Rio de Janeiro,3304557,CENTRO,secundario,0,,,,,,
73471989020625,SEST CATALAO/GO - ZEZINHO GOIASIL - UNIDADE DN 166,GO,Catalão,5205109,LOTEAMENTO COPACABANA,secundario,0,,,,,,
47981976000156,STUDIO VIDA ATIVA,MG,Araguari,3103504,ROSARIO,principal,0,,,,,,
47983097000163,,SP,Presidente Prudente,3541406,JARDIM ITAPURA,principal,0,,,,,,
47985378000155,BENFICA FITNESS,PA,Benevides,1501501,CENTRO,principal,0,,,,,,
47993818000116,FBB FIT,PA,Belém,1501402,SACRAMENTA,principal,0,,,,,,
48007219000149,ESPACO GAYA,PA,Rurópolis,1506195,AEROPORTO II,secundario,0,,,,,,
48009162000117,,SP,Ribeirão Preto,3543402,JARDIM ROBERTO BENEDETTI,principal,0,,,,,,
48014020000148,GO FITNESS,PR,Jandaia do Sul,4112108,CENTRO,principal,0,,,,,,
48017860000164,"IP ERGONOMIA,FISIOTERAPIA E SAUDE OCUPACIONAL",SP,Porto Feliz,3540606,JARDIM JULITA,secundario,0,,,,,,
48020305000191,CK ESPORTES LTDA.,PR,Irati,4110706,CENTRO,secundario,0,,,,,,
48026864000109,CT ORTOFIT,RS,Tenente Portela,4321402,CENTRO,principal,0,,,,,,
48028707000132,ESPACO SAUDE ACADEMIA,MG,Juiz de Fora,3136702,LINHARES,principal,0,,,,,,
48033114000164,ULTRA SPORTS MOOCA FISIOTERAPIA,SP,São Paulo,3550308,VILA BERTIOGA,secundario,1,alta,num+rua+nome,100,75,87729b4c-ff1b-4b59-bb28-71d8672f587c,ULTRA SPORTS SCIENCE 
48044023000124,,RJ,Itaocara,3302106,JARDIM DA ALDEIA,secundario,0,,,,,,
48045271000190,LIFE 360 TREINAMENTO FUNCIONAL,SP,Santos,3548500,EMBARE,principal,1,media,nome+rua,88,100,90d99b1b-12fd-4cf7-8c4d-bace12c5a938,Life 360 Treinamento Funcional 
48053976000159,STUDIO FITNESS JULIANA MIGUEL,GO,Goianira,5208806,RESIDENCIAL MONTAGNO,principal,0,,,,,,
48056054000103,PRIME GYM FORCE,BA,Camaçari,2905701,PARQUE DAS MANGABAS,principal,0,,,,,,
48057894000182,ESPACO CAMILA BARBOSA,CE,Fortaleza,2304400,DE LOURDES,secundario,1,alta,num+rua+nome,100,100,26f8a17a-0f5c-4afe-986c-a4bc2d9ec245,Espaço Camila barbosa
47752341000187,INSTITUTO COLUNART,BA,Salvador,2927408,CAMINHO DAS ARVORES,secundario,0,,,,,,
47210461000152,B2 MUSCLE GYM,RS,São Francisco de Paula,4318200,CENTRO,principal,0,,,,,,
48077471000124,ACADEMIA LIONS FIT,PB,Queimadas,2512507,LIGEIRO,principal,0,,,,,,
48078639000116,MAI PILATES STUDIO,PE,Petrolina,2611101,CENTRO,secundario,0,,,,,,
45347785000292,MARCELA STEFANY STUDIO DE PILATES TERAPEUTICO,GO,Goiânia,5208707,PARQUE ATHENEU,secundario,0,,,,,,
48081568000100,ACADEMIA POWER LIFE,PE,Garanhuns,2606002,SEVERIANO DE MORAES FILHO,principal,0,,,,,,
48086617000106,DR PERSONAL,MA,São Luís,2111300,CALHAU,secundario,0,,,,,,
48088182000120,,SP,Ubatuba,3555406,BARRA DA LAGOA,secundario,0,,,,,,
48089462000153,RED BOOTCAMP,AM,Manaus,1302603,SAO GERALDO,principal,0,,,,,,
48093858000174,CROSSFIT KAHAKAI,MG,Uberlândia,3170206,NOVO MUNDO,principal,0,,,,,,
48095396000124,,RS,Lajeado,4311403,SAO CRISTOVAO,secundario,0,,,,,,
48105645000115,,PR,Londrina,4113700,IGAPÓ,secundario,0,,,,,,
48117681000107,PSG ACADEMY ILHA,RJ,Rio de Janeiro,3304557,CAMPO GRANDE,secundario,0,,,,,,
48127497000130,ACADEMIA EVOLUCAO FITNESS,MA,Magalhães de Almeida,2106300,CENTRO,principal,0,,,,,,
48137687000138,,SP,Arujá,3503901,JARDIM PLANALTO,principal,0,,,,,,
47612541000134,FISIO CENTER,MT,Barra do Bugres,5101704,CENTRO,secundario,0,,,,,,
48139064000102,ACADEMIA JOAO BISPO,SP,Ilha Comprida,3520426,BALNEARIO PORTO VELHO,principal,0,,,,,,
48139074000130,AFAF SERVICOS DE TERCEIROS,SP,Santo André,3547809,CENTRO,secundario,0,,,,,,
48140458000172,,SP,São Paulo,3550308,VILA HAMBURGUESA,principal,0,,,,,,
48143055000187,,MA,São Luís,2111300,VINHAIS,secundario,0,,,,,,
48143654000109,,PR,Maringá,4115200,JARDIM NOVO OASIS,principal,0,,,,,,
48144823000117,KANGOO CLUB ESTEIO,RS,Esteio,4307708,CENTRO,principal,0,,,,,,
48145777000170,ESCOLA ESPORTIVA DS,PA,Pacajá,1505486,CENTRO,secundario,0,,,,,,
48150828000152,STUDIO HYBRID,SP,Serrana,3551504,CENTRO,principal,0,,,,,,
48150918000143,ERNANDES JUNIOR FISIOTERAPIA,GO,Edéia,5207402,CENTRAL,secundario,0,,,,,,
48151248000180,ARENA JATOBA BEACH SPORTS,MG,Sacramento,3156908,ESTACAO,secundario,0,,,,,,
48155572000176,,MG,Divinópolis,3122306,TIETE,secundario,0,,,,,,
48158962000108,YURI OGGIONI TREINO INTEGRADO,ES,Cachoeiro de Itapemirim,3201209,INDEPENDÊNCIA,principal,0,,,,,,
48159718000151,UPFIT CENTRO FISICO,RJ,Rio de Janeiro,3304557,CENTRO,principal,0,,,,,,
48167176000169,VILA CROSS ITUIUTABA,MG,Ituiutaba,3134202,CENTRO,principal,0,,,,,,
48183288000103,FIT ONE,PR,Irati,4110706,RIO BONITO,principal,0,,,,,,
48185949000130,WA ASSESSORIA ESPORTIVA,MT,Cuiabá,5103403,GOIABEIRA,principal,0,,,,,,
48189536000123,SC FITNESS LTDA,BA,Tanque Novo,2931053,CENTRO,principal,0,,,,,,
48194249000101,KAERGO ERGONOMIA,MS,Campo Grande,5002704,JARDIM AERO RANCHO,secundario,0,,,,,,
48201085000100,,SP,Americana,3501608,JARDIM NIELSEN VILLE,secundario,0,,,,,,
48210250000182,ACADEMIA POWER FIT TREINAMENTO PERSONALIZADO,SC,Campo Belo do Sul,4203402,CENTRO,principal,0,,,,,,
48218674000193,CENTRO DE TREINAMENTO ELEVE LTDA,RJ,Paraíba do Sul,3303708,DAS PALHAS,principal,0,,,,,,
48221812000193,FERRINI,RJ,Bom Jesus do Itabapoana,3300605,LIA MARCIA,principal,0,,,,,,
48239683000160,CT XTREME,PE,Ribeirão,2611804,CENTRO,principal,0,,,,,,
48239889000190,ARGOS CENTRO FISICO,RJ,Nova Iguaçu,3303500,METROPOLE,principal,1,alta,num+rua+nome,97,100,3dd759a7-4d72-4909-b358-4da6aa00c614,Argos Centro Fisico
48244849000137,CLINICA SLIMIA,DF,Brasília,5300108,SOBRADINHO,secundario,0,,,,,,
48245842000130,INSTITUTO AUMERA,SP,Caçapava,3508504,VILA SAO JOAO,secundario,0,,,,,,
48253069000153,EM FOCO FITNESS,RJ,Armação dos Búzios,3300233,MANGUINHOS,principal,0,,,,,,
48253313000188,,SP,Itapecerica da Serra,3522208,RECREIO CAMPESTRE,principal,0,,,,,,
48253425000139,,RO,Ji-Paraná,1100122,NOVA BRASILIA,secundario,0,,,,,,
44967445000382,XTREME FITNESS 3,PE,Agrestina,2600302,CENTRO,principal,0,,,,,,
48255727000146,DG ATHLETIC TRAINING,SP,Vinhedo,3556701,NOVA VINHEDO,principal,0,,,,,,
48258995000111,ACADEMIA BOA FORMA TAPUIO,CE,Cariré,2303105,TAPUIO,principal,0,,,,,,
48260297000150,I2 PILATES E FISIOTERAPIA,MG,Belo Horizonte,3106200,RENASCENCA,secundario,0,,,,,,
48262574000164,,SP,Tatuí,3554003,CENTRO,principal,0,,,,,,
48269412000158,VILA IBIZA,PI,Teresina,2211001,NOIVOS,secundario,0,,,,,,
48269668000165,TREND FIT ACADEMIA,CE,Sobral,2312908,CENTRO,principal,0,,,,,,
47615586000596,E-BODY MOEMA,SP,São Paulo,3550308,VILA UBERABINHA,principal,0,,,,,,
48279826000168,RR SAUDE & REABILITACAO,SP,São Paulo,3550308,IPIRANGA,secundario,0,,,,,,
48283503000148,PEGASOS ACADEMIA FITNESS,PE,Xexéu,2616506,CENTRO,principal,0,,,,,,
19170575000342,CLINICA PERFIL SAUDE - TEFE,AM,Tefé,1304203,JURUA,secundario,0,,,,,,
48287104000155,SLIGO SERVICE,SP,São Bernardo do Campo,3548708,INDEPENDENCIA,secundario,0,,,,,,
46433680000138,PJ STUDIO FIT,AL,Maribondo,2704807,CENTRO,principal,0,,,,,,
48116456000148,JULIO DORNELLAS PERSONAL,PB,João Pessoa,2507507,TAMBAUZINHO,principal,0,,,,,,
48303161000180,GESTAO DO CORPO,CE,Pacajus,2309607,CROATA II,principal,0,,,,,,
48305400000131,UNI CLINICA SANTA CRUZ,RN,Santa Cruz,2411205,VERMELHO,secundario,0,,,,,,
48309270000105,PRO LUGA,PR,Curitiba,4106902,BUTIATUVINHA,principal,0,,,,,,
48311814000173,JOAO FELIPE MUNIZ EDUCADOR FISICO,PR,Francisco Beltrão,4108403,NOSSA SENHORA  APARECIDA,principal,0,,,,,,
48313037000104,ACQUA MANIA FITNESS,GO,Nerópolis,5214507,SETOR SAO PAULO,principal,0,,,,,,
48318154000152,,SP,Sorocaba,3552205,JARDIM MARIA DO CARMO,secundario,0,,,,,,
48319759000168,MALAKAI,GO,Águas Lindas de Goiás,5200258,JARDIM AMÉRICA IV,principal,0,,,,,,
48320073000197,SKYFIT BOTUCATU,SP,Botucatu,3507506,JARDIM BOM PASTOR,principal,1,alta,num+rua+nome,89,100,c506b5d7-7ec3-48ae-b741-f8d69e367e74,SKYFIT ACADEMIA BOTUCATU 
48321919000103,ULTRA MT,MT,Cuiabá,5103403,DUQUE DE CAXIAS,secundario,0,,,,,,
48324860000107,CRUZ PERFORMACE CONSULTORIA,SP,Osasco,3534401,VILA YOLANDA,secundario,0,,,,,,
48325712000107,LF STUDIO PILATES & FUNCIONAL,SP,Guaratinguetá,3518404,NOVA GUARA,secundario,1,alta,num+rua+nome,100,100,f5de6db8-89af-42c2-bcf5-6ae8bfcf8bc8,LF Studio Pilates e Funcional
48326693000133,,PR,Curitiba,4106902,CIDADE INDUSTRIAL,principal,0,,,,,,
48328844000192,LEVITTE,PE,Caruaru,2604106,MAURICIO DE NASSAU,secundario,0,,,,,,
48334227000108,STUDIO EXCLUSIVE,PR,São José dos Pinhais,4125506,INÁ,secundario,0,,,,,,
48339785000158,ACADEMIA AGUA E SAUDE,GO,Aparecida de Goiânia,5201405,JARDIM LUZ,secundario,0,,,,,,
47240818000145,,MG,João Monlevade,3136207,CARNEIRINHOS,principal,0,,,,,,
48357419000121,STUDIO DG FITNESS,PE,Condado,2604601,CENTRO,principal,1,alta,num+rua+nome,100,100,79660284-f797-4ae2-8382-847f0f2617bb,DG Fitness 
48361506000152,ALLY RH,PI,Teresina,2211001,SACI,secundario,0,,,,,,
48361910000126,NEW LIFE ACADEMIA A&C,SC,Brusque,4202909,SAO LUIZ - URBANO,principal,0,,,,,,
48362045000132,C.T. PILAR DO SUL,SP,Pilar do Sul,3537909,JARDIM ESPERANCA 2,principal,0,,,,,,
48362298000106,ESTUDIO GLAM SAUDE E BELEZA,RJ,Rio das Ostras,3304524,JARDIM MARILEA,secundario,0,,,,,,
48363714000190,EVON,RJ,Niterói,3303302,MATA PACA,principal,0,,,,,,
48367763000100,,SP,São José dos Campos,3549904,VILA TATETUBA,principal,0,,,,,,
48390310000196,WORKOUT RECANTO,DF,Brasília,5300108,RECANTO DAS EMAS,principal,0,,,,,,
48409610000170,FISIO + FISIOTERAPIA & PILATES,MA,Amarante do Maranhão,2100600,CENTRO,secundario,0,,,,,,
48411001000155,,PR,Assis Chateaubriand,4102000,CENTRO,principal,0,,,,,,
48412392000122,WD CENTRO DE TREINAMENTO,AL,Maceió,2704302,SANTA LÚCIA,principal,0,,,,,,
48414178000105,ACADEMIA DO MORRO,SP,Cubatão,3513504,VILA ESPERANCA,principal,1,media,nome+rua,89,100,195182a7-9eed-48e7-bb75-26dae2bb07b3,Academia do Morro
40066919000283,ATIVOS REABILITACAO DA COLUNA E ESCOLIOSE,CE,Fortaleza,2304400,CENTRO,secundario,0,,,,,,
48423783000142,ASSERTIVAMENTE,SP,São Paulo,3550308,CIDADE MÃE DO CÉU,secundario,0,,,,,,
48428424000188,CENTRO FISICO SOURCE LTDA,RS,Sapucaia do Sul,4320008,VACCHI,principal,1,alta,num+rua+nome,100,100,3c4b9265-4846-411e-9d6e-9a51281e9612,Centro Físico Source 
48438606000130,SPORT ACADEMIA,PA,Aurora do Pará,1500958,CENTRO,principal,0,,,,,,
48439181000183,ACADEMIA THIAGO MUTANTE,MA,São José dos Basílios,2111250,CENTRO,principal,0,,,,,,
48443328000109,JUDO ZENITH,SP,Mogi das Cruzes,3530607,JARDIM SAO PEDRO,secundario,0,,,,,,
48444414000136,TOPSPIN ACADEMY,PR,Loanda,4113502,VILA RURAL SAGRADA FAMILIA,principal,0,,,,,,
48449255000162,STUDIO LAFITNESS,MG,Uberlândia,3170206,POVOA (LOTEAMENTO),principal,0,,,,,,
13396172001069,,RS,Sapucaia do Sul,4320008,CENTRO,principal,0,,,,,,
48485794000157,CLINICA MULTIDISCIPLINAR JOY,SP,São Paulo,3550308,VILA MARIANA,secundario,0,,,,,,
48242307000125,POWER GYM,PR,Ibaiti,4109708,SANTO ANTONIO DE PADUA,principal,1,alta,num+rua+nome,100,100,cf6fe53d-6fdc-4b45-8539-19b730c5adb1,Power Gym
48495037000164,STUDIO ZOE FITNESS,DF,Brasília,5300108,SETOR SUDOESTE,principal,0,,,,,,
48501491000180,SOUL FITNESS PERSONAL TRAINER,SC,Itajaí,4208203,CIDADE NOVA,principal,0,,,,,,
44571341000192,STUDIO FULLBODY,MG,Lambari,3137809,CAMPINHO,principal,0,,,,,,
48508895000104,PROFIT SANTANA DO LIVRAMENTO,RS,Sant'Ana do Livramento,4317103,FORTIM,principal,1,alta,num+rua+nome,100,100,b4c83158-1ccb-42f0-9bcf-5e39e287252b,PROFIT SANTANA DO LIVRAMENTO
48510228000158,CROSS EXPERIENCE RESENDE,RJ,Resende,3304201,JARDIM JALISCO,principal,0,,,,,,
48524282000152,,SP,Itupeva,3524006,JARDIM PRIMAVERA,principal,0,,,,,,
48531978000106,WOD BOX CROSS TRAINING,AC,Rio Branco,1200401,LOTEAMENTO IPANEMA,principal,0,,,,,,
48533995000182,ACADEMIA ANASTACIO BELEM,PA,Soure,1507904,CENTRO,principal,0,,,,,,
48542055000150,STUDIO PILATES LUIZA REGINATTO,RS,Santa Maria,4316907,CERRITO,secundario,0,,,,,,
48544251000163,STUDIO FITNESS LUCIANA GERONIMO,MG,Juiz de Fora,3136702,BENFICA,principal,0,,,,,,
42400280000337,"CLINICA BIOSEG - SAUDE, SEGURANCA E BEM ESTAR",MG,Turmalina,3169703,MANGA DA RODA,secundario,0,,,,,,
48557559000143,ALESSANDRA ANDRETTA,PR,Curitiba,4106902,ÁGUA VERDE,principal,0,,,,,,
48559384000103,PANIFICACAO E CONFEITARIA FINO SABOR,SE,Nossa Senhora da Glória,2804508,NOVO HORIZONTE,secundario,0,,,,,,
48559961000167,,SP,Campinas,3509502,SWISS PARK,secundario,0,,,,,,
48563138000125,,RJ,Rio de Janeiro,3304557,FLAMENGO,principal,0,,,,,,
48565005000198,,BA,Salvador,2927408,COMERCIO,secundario,0,,,,,,
48565051000197,VANESSA SCHMIDT STUDIO DE PILATES E FISIOTERAPIA,RS,Panambi,4313904,PARQUE MOINHO VELHO,secundario,0,,,,,,
48570306000100,,RS,Guaporé,4309407,NOSSA SENHORA DA SAUDE,principal,0,,,,,,
48577843000181,MOVER TREINAMENTO FISICO E REABILITACAO,MG,São João del Rei,3162500,MATOZINHOS,secundario,0,,,,,,
48583986000104,,AP,Macapá,1600303,CENTRAL,principal,0,,,,,,
48586019000198,,MT,Várzea Grande,5108402,CRISTO REI,secundario,0,,,,,,
48594472000146,SKY FIT LIMEIRA,SP,Limeira,3526902,GRAMINHA,principal,0,,,,,,
48595406000190,STUDIO METTA FITNESS SANDRO NASCIMENTO,RJ,Magé,3302502,PIABETA (VILA INHOMIRIM),principal,0,,,,,,
48597279000169,,MG,Lavras,3138203,VILA SAO SEBASTIAO,secundario,0,,,,,,
30287406001806,,DF,Brasília,5300108,TAGUATINGA SUL (TAGUATINGA),principal,0,,,,,,
48598152000164,ESTUDIO JUNIOR AMARAL,DF,Brasília,5300108,CRUZEIRO VELHO,principal,0,,,,,,
48639065000108,NR XTREMME ELETROESTIMULACAO,MA,São Luís,2111300,PONTA D AREIA,principal,0,,,,,,
48641093000160,MA PERSONAL TRAINER,SP,Osasco,3534401,BARONESA,principal,0,,,,,,
48645684000105,PISCINA HOUSE,RS,Palmeira das Missões,4313706,OPERARIA,secundario,0,,,,,,
48648726000161,G-FIT ACADEMIA,BA,Salvador,2927408,SAO GONCALO,principal,1,media,nome+rua,100,100,19608366-f760-453a-ae21-c48e54ccb7e4,G Fit Academia
30934784000510,GRUPO SUDESTE,RJ,Sumidouro,3305703,CENTRO,secundario,0,,,,,,
48656022000130,PRIME FIT ACADEMIA,AP,Macapá,1600303,MUCA,principal,0,,,,,,
