cnpj,nome,uf,city,ibge,bairro,cnae_match,match,tier,method,addr_sim,name_sim,tp_id,tp_name
33597930000123,VITTALIZE - CLINICA DE FISIOTERAPIA E PILATES,PR,Paranaguá,4118204,COSTEIRA,secundario,0,,,,,,
40487930000136,EVA MENESES ASSESSORIA ESPORTIVA,TO,Palmas,1721000,PLANO DIRETOR SUL,secundario,0,,,,,,
42823509000184,ACADEMIA RODRIGUES FIT GYN,GO,Goiânia,5208707,BRO BOA VISTA,principal,0,,,,,,
41525145000193,FONTENELLE EMPREENDIMENTOS,SP,São Bernardo do Campo,3548708,CENTRO,secundario,0,,,,,,
26480636000171,VALENCA FITNESS EQUIPAMENTOS,PI,Valença do Piauí,2211308,LAVANDERIA,secundario,0,,,,,,
30043015000106,ARENA ESPORTES,MG,Pedro Leopoldo,3149309,CENTRO,secundario,0,,,,,,
42921126000149,ATHLETIC,MG,Juiz de Fora,3136702,SANTA LUZIA,principal,0,,,,,,
34063766000137,BULLTECH ACADEMIA MEDIANEIRA,PR,Medianeira,4115804,CIDADE ALTA,principal,0,,,,,,
42272319000116,,PR,Cascavel,4104808,MORUMBI,secundario,0,,,,,,
40565720000119,AMANDA REINEHR ACADEMIA,PR,Guamiranga,4108957,CENTRO,principal,0,,,,,,
42240722000163,,SP,Campinas,3509502,JARDIM MADALENA,secundario,0,,,,,,
26025005000162,,PR,Curitiba,4106902,CENTRO,principal,0,,,,,,
30377066000166,SAMARIA SILVA PERSONAL TRAINER,DF,Brasília,5300108,GUARA,principal,0,,,,,,
35393244000166,STRONG,MG,Taiobeiras,3168002,CENTRO,principal,0,,,,,,
32955937000107,STAR FITNESS ACADEMIA,GO,Posse,5218300,CENTRAL,principal,0,,,,,,
36421851000155,ESPACO BELLA SAUDE,PR,Ponta Grossa,4119905,ORFAS,secundario,0,,,,,,
34463892000189,INTEGRALITY SAUDE INTEGRATIVA,AC,Feijó,1200302,CENTRO,secundario,0,,,,,,
32564912000182,CARPE VITA,SC,Florianópolis,4205407,INGLESES,secundario,0,,,,,,
43697452000187,ANE FISIO SAUDE E ESTETICA AVANCADA,SP,Cabreúva,3508405,JACARE,secundario,0,,,,,,
41343086000132,ARTUR SILVA FISIOTERAPIA & ASSISTENCIA DOMICILIAR,AC,Rio Branco,1200401,NOVA ESPERANCA,secundario,0,,,,,,
39310881000182,MG FLORES E EVENTOS,MG,Belo Horizonte,3106200,SAVASSI,secundario,0,,,,,,
27672149000173,,RS,Passo Fundo,4314100,ANNES,secundario,0,,,,,,
40615851000163,MYMA-SE EVENTOS E SERVICOS,MS,Iguatemi,5004304,CENTRO,secundario,0,,,,,,
26239578000199,IFS TRANSPORTES,RJ,Nova Iguaçu,3303500,JARDIM SANTA RITA,secundario,0,,,,,,
37260640000140,ACADEMIA IMPERIO,SC,São José,4216602,POTECAS,principal,0,,,,,,
26019368000195,TEAM CINTIA GRANDE,PR,Pitanga,4119608,CENTRO,principal,0,,,,,,
34018451000178,,SP,Areiópolis,3503604,PARQUE RESIDENCIAL DOUTOR PLINIO ARISTIDES TARGA,secundario,0,,,,,,
37861953000154,,AM,Manaus,1302603,COLONIA TERRA NOVA,secundario,0,,,,,,
37657825000193,LUKA ACADEMIA E GMA ART,SP,Guararema,3518305,CENTRO,principal,0,,,,,,
40314596000119,PROF. BERNARDO HENRIQUE,MG,Santa Rita de Jacutinga,3159308,PADARIA VELHA,principal,0,,,,,,
30020016000127,CENTRO DE TREINAMENTO TRIUNFO,GO,Vianópolis,5222005,SETOR DAS NACOES,principal,0,,,,,,
42659972000132,HARMONIA CLINICA,BA,Candeias,2906501,CENTRO,secundario,0,,,,,,
30919604000105,SAUDE EM MOVIMENTO,RS,Constantina,4305801,CENTRO,secundario,0,,,,,,
40486761000110,ALLIANCE JIU JITSU,SC,Rio do Sul,4214805,JARDIM AMERICA,secundario,0,,,,,,
32683750000100,,PR,Londrina,4113700,DOM BOSCO,secundario,0,,,,,,
35083531000170,THAIS BRIGIDO PERSONAL,MG,Itabirito,3131901,AGOSTINHO RODRIGUES,principal,0,,,,,,
26955654000162,CUIDARE CLINICA MEDICA E DIAGNOSTICOS,RS,Nonoai,4312708,CENTRO,secundario,0,,,,,,
31409160000112,ACADEMIA MOSCOU GYM,MG,Belo Horizonte,3106200,MANTIQUEIRA,principal,0,,,,,,
31071069000130,,SP,Sumaré,3552403,VILA SOL NASCENTE,principal,0,,,,,,
28562077000174,,SP,São Paulo,3550308,INDIANOPOLIS,principal,0,,,,,,
26190724000139,VERTICALE,SP,Jacareí,3524402,CENTRO,principal,1,alta,num+rua+nome,100,100,cb2a4677-c11b-4eb6-8536-58a7de431cde,Verticale Pilates e Treinamento Funcional
43584352000144,STUDIO ZION FUNCIONAL,RJ,Duque de Caxias,3301702,PARQUE LAFAIETE,principal,1,alta,num+rua+nome,100,100,efc7203a-2730-47ea-83fa-9915ff634d8b,Studio Zion Funcional
32554371000101,,SP,Campinas,3509502,CAMBUI,principal,0,,,,,,
42270117000135,ASICAP,GO,Aragarças,5201702,SETOR CEARA,secundario,0,,,,,,
31401756000176,INSTITUTO AUTISMO NA PRATICA,SC,Içara,4207007,ESPERANCA,secundario,0,,,,,,
42937332000147,CLINICA AXIS - FISIOTERAPIA E PILATES,SP,Sorocaba,3552205,JARDIM EMILIA,secundario,1,media,nome+rua,100,92,dc025207-9ce9-4ac3-8d99-c1e1575b6509,"CLINICA EQUILIBRIUM FISIOTERAPIA, PILATES & ESTETICA"
38420430000135,PEAK PERFORMANCE STUDIO FITNESS,PI,Teresina,2211001,FATIMA,principal,0,,,,,,
38043612000134,J V EMPREENDIMENTOS,AL,Atalaia,2700409,SANTO ANTONIO,secundario,0,,,,,,
34714214000141,FOCUS ACADEMIA,PA,Portel,1505809,CENTRO,principal,0,,,,,,
29726220000189,STUDIO FIT,GO,Britânia,5203807,CENTRO,principal,0,,,,,,
42579189000169,R10 ACADEMY CACAPAVA,SP,Caçapava,3508504,SAPE I,secundario,0,,,,,,
37242340000139,PRO TREINE ESTUDIO DE TREINAMENTO PERSONALIZADO,PR,São José dos Pinhais,4125506,BOM JESUS,principal,0,,,,,,
41364087000163,SPORT LIFE ACADEMIA,PR,Laranjeiras do Sul,4113304,CENTRO,principal,0,,,,,,
37971152000141,SINERGIA EQUUS,SP,Atibaia,3504107,LARANJA AZEDA,secundario,0,,,,,,
33637220000180,CENTRAL PILATES FIT,SE,Aracaju,2800308,DOM LUCIANO,principal,0,,,,,,
30909405000108,JOERLANE COSTA PILATES E FISIOTERAPIA,CE,Sobral,2312908,BELCHIOR,secundario,0,,,,,,
40908180000129,EMANAR CLINICA DE TERAPIAS INTEGRADAS,PE,Petrolina,2611101,CENTRO,secundario,0,,,,,,
30069931000107,,SP,Marília,3529005,PARQUE DAS ESMERALDAS,principal,0,,,,,,
37457888000104,GOLD'S GYM ESTUDIO PERSONAL,SC,Ipumirim,4207700,CENTRO,principal,0,,,,,,
36104165000150,STUDIO DM - DANCE & MOVIMENT,PA,São Miguel do Guamá,1507607,PADRE ANGELO MARIA DE BERNARD,principal,0,,,,,,
37364764000176,EXPRESSO LA JULIETA,SP,Franca,3516200,RESIDENCIAL JULIO D'ELIA,secundario,0,,,,,,
41037933000130,PERSONAL STUDIO,RJ,Armação dos Búzios,3300233,ARMACAO,secundario,0,,,,,,
28275293000139,KMD FITNESS,PB,Santana de Mangueira,2513505,CENTRO,principal,0,,,,,,
42265015000121,,PR,Curitiba,4106902,REBOUCAS,principal,0,,,,,,
27825871000109,BELA PRADO PERSONAL STUDIO,PI,Teresina,2211001,FATIMA,principal,0,,,,,,
34482957000133,DOUTOR VERTEBRAL,SE,Aracaju,2800308,JARDINS,secundario,0,,,,,,
29398801000139,AMARAL MOTO PECAS,MA,Pinheiro,2108603,PACAS,secundario,0,,,,,,
36585004000126,,PR,Curitiba,4106902,BOQUEIRAO,principal,0,,,,,,
33494008000100,,SP,Franca,3516200,PARQUE FRANVILLE,principal,0,,,,,,
42272579000191,CLINICA ADAPT,RR,Boa Vista,1400100,31 DE MARCO,secundario,0,,,,,,
34127488000134,D'FISIO,RJ,Santa Maria Madalena,3304607,CENTRO,secundario,0,,,,,,
39360842000190,PILATES-SE,DF,Brasília,5300108,SETOR HABITACIONAL JARDIM BOTANICO,secundario,0,,,,,,
30760983000125,POWER GYM,CE,Miraíma,2308377,BROTAS,principal,0,,,,,,
35587889000130,PROSERV EMPREENDIMENTOS E ASSESSORIA,SP,Cajati,3509254,VILA ANTUNES,secundario,0,,,,,,
36352614000180,BODY ACTION BONSUCESSO,MG,Belo Horizonte,3106200,ARAGUAIA,principal,1,alta,num+rua+nome,100,100,10472f4b-d4ec-4dcb-bf02-5b739566aabe,Academia Body Action Bonsucesso 
38174738000148,,SP,São Paulo,3550308,JARDIM IAE,secundario,0,,,,,,
36781603000115,,CE,Fortaleza,2304400,CENTRO,secundario,0,,,,,,
35085744000130,BUSHIDO ESCOLA DE ESPORTES E ARTES MARCIAIS.,PR,Pitanga,4119608,CENTRO,secundario,0,,,,,,
28840432000120,ESCOLA DE NATACAO GOLFINHO,SP,Cruzeiro,3513405,RETIRO DA MANTIQUEIRA,principal,0,,,,,,
32985714000192,IMPAR NUCLEO DE INTERVENCAO COMPORTAMENTAL,BA,Salvador,2927408,STIEP,secundario,0,,,,,,
37333925000164,AFETO PRODUZ,BA,Barreiras,2903201,VILA DULCE,secundario,0,,,,,,
26536612000197,CENTRO ESPORTIVO NACIF ELIAS,ES,Guarapari,3202405,CENTRO,secundario,0,,,,,,
42443583000175,TIGER CROSS,BA,Conceição do Coité,2908408,VILA TOIDE,principal,1,media,nome+rua,100,100,35cdd677-f673-40f2-bbbf-c7c5acd536da,Tiger Cross
40709678000162,,SP,Nuporanga,3533601,CENTRO,principal,0,,,,,,
39917951000165,STUDIO FLAVIA PERSONAL CLASS,MG,Belo Horizonte,3106200,SANTA INES,principal,0,,,,,,
26582988000138,ARTCOMJUPITER BRINDES E PRESENTES PERSONALIZADOS,RJ,Volta Redonda,3306305,BELO HORIZONTE,secundario,0,,,,,,
28028530000167,MARCO ANTONIO CONSULTORIA ESPORTIVA,MG,Bonfim,3108107,SAO JUDAS TADEU,secundario,0,,,,,,
26010855000197,LISIEBELLA,SC,Florianópolis,4205407,MORRO DAS PEDRAS,principal,0,,,,,,
32591824000170,,SP,Itapeva,3522406,CENTRO,secundario,0,,,,,,
36680465000188,FERNANDES E SILVA INSTITUTO DE ESTETICA E SAUDE,DF,Brasília,5300108,GUARA II,secundario,0,,,,,,
27621753000170,,SP,São Paulo,3550308,VILA IPOJUCA,principal,0,,,,,,
35703694000108,,SC,Itajaí,4208203,DOM BOSCO,principal,0,,,,,,
43493102000107,,PA,Belém,1501402,CRUZEIRO (ICOARACI),secundario,0,,,,,,
39814604000107,IDEIA FITNESS,RS,Guaíba,4309308,COLUMBIA CITY,principal,1,alta,num+rua+nome,100,100,10170016-115b-4dd6-8844-b77f20caf480,Ideia Fitness 
24846193000245,,SP,São Paulo,3550308,VILA MARIANA,secundario,0,,,,,,
28814935000120,STUDIO GANESHA,SC,Florianópolis,4205407,TRINDADE,secundario,0,,,,,,
28524058000153,,RJ,Rio de Janeiro,3304557,BARRA DA TIJUCA,secundario,0,,,,,,
42981741000140,POWER FIT,GO,Padre Bernardo,5215603,SETOR CENTRAL,principal,0,,,,,,
26222099000160,DS PERFORMANCE RUNNING,PR,Curitiba,4106902,JUVEVE,secundario,0,,,,,,
42544424000167,CENTRO DE TREINAMENTO HEX FORCE,PR,Foz do Iguaçu,4108304,CENTRO CIVICO,principal,0,,,,,,
36458381000102,ACADEMIA IRON HORSE ROTA,MT,Sorriso,5107925,ROTA DO SOL,principal,1,alta,num+rua+nome,100,100,9fd10195-5800-41a5-b158-c29bc76e4ff4,Academia iron horse 
35635100000179,STABILIZZARE FISIOTERAPIA E PILATES,RO,Porto Velho,1100205,SAO JOAO BOSCO,secundario,1,alta,num+rua+nome,100,100,afdaf4b6-4e0a-420b-975c-f93d840de9d8,Stabilizzare -Fisioterapia e Pilates
33116696000175,"ESPACO CORPO, MENTE E ESPIRITO",MG,Carmo do Rio Claro,3114402,CENTRO,secundario,0,,,,,,
34590578000167,,RS,São Luiz Gonzaga,4318903,CENTRO,secundario,0,,,,,,
29601958000110,SUPER IDADE,DF,Brasília,5300108,ASA SUL,secundario,0,,,,,,
32783070000150,ESPACO FISIO VENCER,BA,Santo Antônio de Jesus,2928703,NOSSA SENHORA DAS GRACAS,secundario,0,,,,,,
41075330000123,,RN,Currais Novos,2403103,ANTONIO RAFAEL,secundario,0,,,,,,
27518461000107,ARTORA SAUDE INTEGRADA,RS,Lajeado,4311403,FLORESTAL,secundario,0,,,,,,
26189989000117,J MULLER SAUDE E BEM ESTAR,PR,Curitiba,4106902,CRISTO REI,principal,0,,,,,,
43176805000101,P2 RUN,BA,Feira de Santana,2910800,PONTO CENTRAL,principal,0,,,,,,
42368551000152,STUDIO SAUDE,SP,Mogi Mirim,3530805,ATERRADO,principal,1,media,nome+rua,100,100,1c7ccaa2-53c5-48cf-abce-6a308910bbe0,STUDIO SAÚDE
33644002000172,FADA FALAH EDUCACAO E SAUDE PARA CRIANCAS,PR,Cascavel,4104808,COUNTRY,secundario,0,,,,,,
34605308000182,RENAN RODRIGUES TREINAMENTO FISICO,TO,Palmas,1721000,PLANO DIRETOR SUL,principal,0,,,,,,
39266034000168,,SP,Americana,3501608,JARDIM PAULISTA,secundario,0,,,,,,
33047026000144,BETE FITNESS,BA,Salvador,2927408,TROBOGY,principal,0,,,,,,
40668644000177,BPR SPORTS,SP,São Paulo,3550308,VILA NOVA SAVOIA,principal,0,,,,,,
36343394000128,ACADEMIA CORPO E SAUDE,DF,Brasília,5300108,TAGUATINGA SUL (TAGUATINGA),principal,0,,,,,,
39452670000184,FELIPE NASCIMENTO - FISIOTERAPIA E PERFORMANCE,RN,Natal,2408102,TIROL,secundario,0,,,,,,
26665390000102,RESTAURANTE DU JOAO,MG,São João del Rei,3162500,FABRICAS,secundario,0,,,,,,
36242058000199,SATURNIA PERSONAL E PILATES STUDIO,SP,Santos,3548500,BOQUEIRAO,secundario,1,alta,num+rua+nome,100,100,240d7257-806b-4b80-8d86-061b9cbdf1ad,Saturnia Personal & Pilates Studio
26960044000157,JJD EMPRESARIAL,DF,Brasília,5300108,SAMAMBAIA NORTE (SAMAMBAIA),secundario,0,,,,,,
26728761000158,EVO TRAINING,SP,Dois Córregos,3514106,VILA SAO SEBASTIAO,principal,0,,,,,,
30670912000131,SECRETARIA MUNICIPAL DA EDUCACAO DE DONA EMMA,SC,Dona Emma,4205100,CENTRO,secundario,0,,,,,,
29882059000132,,SP,São Paulo,3550308,REPUBLICA,secundario,0,,,,,,
30544790000137,WORLD GYM CURITIBA,PR,Curitiba,4106902,BOM RETIRO,principal,1,alta,num+rua+nome,100,100,ecef837e-4603-4385-bf00-ef7ed96030f9,World Gym -  Curitiba
24393816000271,,CE,Fortaleza,2304400,ALDEOTA,secundario,0,,,,,,
33893315000164,STUDIO POSITIVE,RS,Parobé,4314050,LOT JOVITA MACHADO GIL,principal,0,,,,,,
27063240000191,FIBRAS ACADEMIA DE FUTEBOL,PR,Farol,4107553,CENTRO,principal,0,,,,,,
27153392000185,,SP,São Paulo,3550308,JARDIM PAULISTANO,principal,0,,,,,,
27856532000181,STUDIO CROSS TRAINING EDGAR PEREIRA,DF,Brasília,5300108,SETOR RESIDENCIAL OESTE (SAO SEBASTIAO),secundario,0,,,,,,
28759420000175,,PA,Moju,1504703,CENTRO,secundario,0,,,,,,
29250541000150,E.C.MEIA BOCA,SP,São Bernardo do Campo,3548708,TABOAO,principal,0,,,,,,
29284640000152,,SP,São Vicente,3551009,JARDIM INDEPENDENCIA,secundario,0,,,,,,
29369722000108,,SP,Santa Fé do Sul,3546603,CENTRO,secundario,0,,,,,,
29679710000171,WOLF PARK,GO,Trindade,5221403,CENTRO,secundario,0,,,,,,
31625784000177,STRONG FIT,SP,Pilar do Sul,3537909,CENTRO,principal,1,alta,num+rua+nome,100,100,d987bf39-b7c2-42a0-b09f-6384043e5954,STRONG FIT
31359919000108,,MT,Lucas do Rio Verde,5105259,PARQUE DOS BURITIS,secundario,0,,,,,,
32691791000130,PENTAS SERVICOS E ADMINISTRACAO,SP,Limeira,3526902,CENTRO,secundario,0,,,,,,
33371652000191,,SP,Indaiatuba,3520509,VILA CASTELO BRANCO,principal,0,,,,,,
33459668000150,,SP,São Paulo,3550308,JARDIM PAULISTANO,secundario,0,,,,,,
31750133000109,CNDIDO & PANASSOL CUIDADOS DE ENFERMAGEM,RS,Caxias do Sul,4305108,CIDADE NOVA,secundario,0,,,,,,
34008285000129,INFANTARIA F2,RJ,São Gonçalo,3304904,COLUBANDE,principal,1,alta,num+rua+nome,100,100,f6e9304f-b314-4677-9cfa-e114cad5091a,Infantaria F2
35852667000105,,SP,São Paulo,3550308,JARDIM VILA FORMOSA,principal,0,,,,,,
36697646000117,MARATHONA ACADEMIA,SC,Anchieta,4200804,CENTRO,principal,0,,,,,,
37427100000109,MR SPORTS PRADO,SP,São Paulo,3550308,PARQUE ATLANTICO,secundario,0,,,,,,
26825469000153,3S SOLUCOES,RN,Mossoró,2408003,NOVA BETANIA,secundario,0,,,,,,
37904324000164,SANCA FIT,RJ,Rio de Janeiro,3304557,SAO CONRADO,principal,0,,,,,,
38222855000130,O2 STUDIO FITNESS,MG,Lavras,3138203,PARQUE BELVEDERE,principal,1,alta,num+rua+nome,100,100,fa0c0a04-54aa-41f9-9939-89387d2edd21,O2 Studio Fitness
40254381000150,CT - CROSS,SP,Saltinho,3545159,JARDIM NOVA COLINA,secundario,0,,,,,,
40259777000190,PIUI FUNCIONAL KIDS,PR,Ponta Grossa,4119905,ORFAS,principal,0,,,,,,
40356033000193,HA PERFORMANCE,SP,Barueri,3505708,VILA BOA VISTA,principal,0,,,,,,
40710799000124,BODY FITNESS,AL,Porto Real do Colégio,2707503,CENTRO,principal,0,,,,,,
40939334000140,ACADEMIA FOX TREINNER,MG,Montes Claros,3143302,SAO JUDAS TADEU,principal,0,,,,,,
41571541000157,ESPACO FELIPE NILO,RJ,Rio de Janeiro,3304557,BARRA DA TIJUCA,principal,0,,,,,,
41859501000105,INSTITUTO GURUKULAM,MG,Belo Horizonte,3106200,CAICARAS,secundario,0,,,,,,
43135525000147,SEU SEVERO,SP,São Paulo,3550308,CIDADE MONCOES,secundario,0,,,,,,
43439657000162,ARENA BEACH ARAXA,MG,Araxá,3104007,VILA UNIVERSITARIA,principal,0,,,,,,
43566210000154,ALFAFIT ACADEMIA,PB,Monteiro,2509701,CENTRO,principal,0,,,,,,
31525154000120,,SC,Mafra,4210100,VL NOVA,secundario,0,,,,,,
30494117000130,ACQUA TRAINNER,MS,Ponta Porã,5006606,JARDIM MARAMBAIA,principal,0,,,,,,
43205692000117,3G,RJ,Araruama,3300209,PARQUE HOTEL,secundario,0,,,,,,
41461752000137,MAX O2 PREPARACAO FISICA,RJ,Macaé,3302403,HORTO,secundario,0,,,,,,
31310536000137,FLORIPA NORTE SPORT CENTER,SC,Florianópolis,4205407,SAO JOAO DO RIO VERMELHO,secundario,0,,,,,,
40708049000118,INSTITUTO ANSELMO TAVARES,CE,Juazeiro do Norte,2307304,CENTRO,secundario,0,,,,,,
37777013000181,ELEVON,SP,Carapicuíba,3510609,ALTO DE SANTA LUCIA,secundario,0,,,,,,
38177780000112,TRIBO ACADEMY CRUZILIA,MG,Cruzília,3120805,CENTRO,principal,0,,,,,,
32838297000155,,RJ,Rio de Janeiro,3304557,ENGENHO NOVO,principal,0,,,,,,
31522997000173,CONCEPT STUDIO,MS,Campo Grande,5002704,VILA VILAS BOAS,principal,0,,,,,,
39954663000180,JUST BELLE ESTETICA E SAUDE,PR,São José dos Pinhais,4125506,ARISTOCRATA,secundario,0,,,,,,
41876052000103,JAO ARENA KIDS,GO,Goiânia,5208707,SET JAO,secundario,0,,,,,,
39763322000128,,SP,Tanabi,3553401,CENTRO,principal,0,,,,,,
39250305000197,RRS CONSULTORIA E TREINAMENTO,AM,Manaus,1302603,SAO GERALDO,secundario,0,,,,,,
40173535000189,,SP,Mauá,3529401,JARDIM ITAPEVA,principal,0,,,,,,
40013581000110,SS PILATES,MG,Unaí,3170404,CACHOEIRA,principal,0,,,,,,
34707397000178,CAAPORA,SC,Florianópolis,4205407,CAMPECHE,secundario,0,,,,,,
27906012000136,,SP,Jacareí,3524402,VILA SANTA CECILIA,principal,0,,,,,,
42107046000154,MANANCIAL SELLER INTERMEDIACAO DE NEGOCIOS,SC,Florianópolis,4205407,CENTRO,secundario,0,,,,,,
37395285000117,FSILVA COMBAT SCHOOL,RS,Caxias do Sul,4305108,EXPOSICAO,principal,0,,,,,,
30575952000102,VARANDA CULTURAL LTDA,GO,Goiânia,5208707,JD GOIAS,principal,0,,,,,,
29742261000169,,PR,Jandaia do Sul,4112108,CENTRO,secundario,0,,,,,,
41336888000115,MW GESTAO EM SAUDE LTDA,PA,Belém,1501402,NAZARE,secundario,0,,,,,,
40138304000134,BLACK FITT,CE,Caucaia,2303709,NOVA METROPOLE (JUREMA),principal,1,alta,num+rua+nome,100,100,080da6b9-194d-448d-a251-e189217776ae,Black Fitt
42965701000105,TRACAJAH SUP,PA,Marabá,1504208,CIDADE NOVA,secundario,0,,,,,,
36227509000119,JS COMERCIO LTDA,PA,Parauapebas,1505536,PALMARES SUL,secundario,0,,,,,,
29602967000125,GOLD STAR FITNESS,SE,Lagarto,2803500,CENTRO,principal,0,,,,,,
43603997000187,,SP,Taubaté,3554102,LOTEAMENTO RESIDENCIAL E COMERCIAL BOSQUE FLAMBOY,principal,0,,,,,,
34381559000120,,SP,Várzea Paulista,3556503,JARDIM PROMECA,principal,0,,,,,,
38123160000109,,SP,Jundiaí,3525904,CHACARA PAI JACO,secundario,0,,,,,,
26663639000140,CRECHE ESCOLA YAHWEH EDUCACIONAL,RJ,Niterói,3303302,ITAIPU,secundario,0,,,,,,
39986335000166,,RJ,Rio de Janeiro,3304557,QUINTINO BOCAIUVA,secundario,0,,,,,,
43427559000105,INOVE STUDIO & PERSONAL,ES,Cachoeiro de Itapemirim,3201209,GUANDU,principal,0,,,,,,
38341805000171,ACADEMIA IMPERIUM,SE,Indiaroba,2802809,CENTRO,principal,0,,,,,,
39362881000126,CARITARE CUIDADO E MOVIMENTO- FISIOTERAPIA E OSTEOPATIA,SP,Campinas,3509502,JARDIM CHAPADAO,secundario,0,,,,,,
27258451000180,PAMELA PIRES PRATICAS GINASTICAS,SP,São Paulo,3550308,VILA SANTA MARIA,principal,0,,,,,,
37869487000153,CRESCERE INSIEME CLINICA MULTIDISCIPLINAR.,GO,Goiânia,5208707,SET MARISTA,secundario,0,,,,,,
27192032000192,,SP,Paulínia,3536505,JARDIM PLANALTO,secundario,0,,,,,,
41035777000179,TITAN ACADEMIA,PA,Ananindeua,1500800,COQUEIRO,principal,0,,,,,,
34856490000144,,PE,Recife,2611606,BOA VIAGEM,principal,0,,,,,,
40001467000170,,SP,São Bernardo do Campo,3548708,CENTRO,principal,0,,,,,,
32590924000181,,PR,Ponta Grossa,4119905,CENTRO,secundario,0,,,,,,
42508786000100,CENTRO DE TREINAMENTO ESPORTIVO RICARDO SILVA E EVENTOS,MG,Divinópolis,3122306,VILA BELO HORIZONTE,secundario,0,,,,,,
28025787000165,SUPERACAO,RJ,Tanguá,3305752,CENTRO,principal,0,,,,,,
41434031000138,,ES,Vila Velha,3205200,ITAPUA,secundario,0,,,,,,
42178609000103,CONTROL PILATES E FISIO,PR,Foz do Iguaçu,4108304,CAMPOS DO IGUACU,principal,0,,,,,,
27498319000145,ESPACO TAMARINDO'S,BA,Seabra,2929909,SANTA LUZIA,secundario,0,,,,,,
32864214000100,ESTUDIO RENATHA ALVES FISIOTERAPIA E PILATES,SC,Lages,4209300,BOQUEIRAO,secundario,0,,,,,,
43674990000156,NOVA ERA DESENVOLVIMENTO SOCIAL & PROFISSIONAL,SP,São Vicente,3551009,PARQUE SAO VICENTE,secundario,0,,,,,,
40273487000109,FREQUENCIA FIT,SP,Itaquaquecetuba,3523107,PARQUE PIRATININGA,principal,0,,,,,,
35126354000161,ON BOX BUZIOS,RJ,Armação dos Búzios,3300233,MANGUINHOS,principal,0,,,,,,
38291575000183,TREINO EM CASA COM DRICA LEITE,PR,Londrina,4113700,CALIFORNIA,secundario,0,,,,,,
43827079000131,RISE MUSCULACAO,SP,Santos,3548500,CASTELO,principal,0,,,,,,
43827539000121,PREDILETA FISIOTERAPIA & PILATES,SP,São Paulo,3550308,PENHA DE FRANCA,principal,0,,,,,,
43851456000178,STUDIO CRISTIANO AVELAR,MG,São Gonçalo do Sapucaí,3162005,PRAIAO,principal,0,,,,,,
43856748000101,ACADEMIA ADRENALINA FITNESS,SP,São José dos Campos,3549904,CONJUNTO RESIDENCIAL GALO BRANCO,principal,0,,,,,,
43857380000198,WELL FIT,SP,São Paulo,3550308,PARQUE INDEPENDENCIA,principal,0,,,,,,
43877022000147,,RJ,Macaé,3302403,CENTRO,secundario,0,,,,,,
43889726000130,STUDIO SOUL,SP,Santos,3548500,VILA MATHIAS,principal,0,,,,,,
43894977000102,CENTRO DE TREINAMENTO SHIZENTAI,AL,Maceió,2704302,SERRARIA,secundario,0,,,,,,
43906321000162,SANT GERMAN ACADEMY,RO,Ji-Paraná,1100122,DOIS DE ABRIL,secundario,0,,,,,,
43910365000166,,SP,São Paulo,3550308,PARQUE SAO RAFAEL,secundario,0,,,,,,
43914005000132,PIZZARIA MEGA MASSA,MA,São Raimundo das Mangabeiras,2111607,CENTRO,secundario,0,,,,,,
43916431000105,,SP,Santos,3548500,BOQUEIRAO,principal,0,,,,,,
43920921000185,SKYFIT ACADEMIA - UNIDADE SAO JOSE DO RIO PRETO,SP,São José do Rio Preto,3549805,PARQUE INDUSTRIAL,principal,1,media,nome+rua,86,100,39aaa7b5-d7a2-4efc-ab69-5d840575e13c,SKYFIT ACADEMIA SÃO JOSÉ DO RIO PRETO
43920942000109,ROX FITNESS,SC,Florianópolis,4205407,JURERE INTERNACIONAL,principal,0,,,,,,
43924012000115,SPEED PONG TENIS DE MESA,MS,Campo Grande,5002704,AMAMBAI,secundario,0,,,,,,
43925487000126,JEAN OLIVEIRA PILATES STUDIO,SP,Rio Claro,3543907,ZONA CENTRAL,principal,0,,,,,,
43926713000193,STUDIO OLIVER BODY HEALTH,ES,São Mateus,3204906,GURIRI SUL,principal,0,,,,,,
43939902000109,CLINICA CEHD SERVICOS DE REABILITACAO,DF,Brasília,5300108,SETOR HABITACIONAL JARDIM BOTANICO,secundario,0,,,,,,
43941331000139,CT MELLO E MOREIRA,MS,Amambai,5000609,VILA JUSSARA,principal,0,,,,,,
43941882000100,ACQUA FISH,GO,Goiânia,5208707,RES FLAMINGO,secundario,0,,,,,,
43951586000182,AMERICAN FIT,MG,Uberaba,3170107,PARQUE DAS AMERICAS,principal,0,,,,,,
43952337000101,MODELLA STUDIO PERSONAL,CE,Juazeiro do Norte,2307304,CENTRO,principal,0,,,,,,
43966003000197,,MG,Tocantins,3169000,BOA VISTA,principal,0,,,,,,
39432106001848,,SP,São Paulo,3550308,JARDIM MARINGA,principal,0,,,,,,
43969939000171,MP PERSONAL STUDIO,RS,Planalto,4314704,CENTRO,principal,0,,,,,,
43972705000183,,RS,Soledade,4320800,CENTRO,principal,0,,,,,,
43975719000150,BOX 075,BA,Valença,2932903,GRACA,principal,0,,,,,,
43975776000130,,SP,Votuporanga,3557105,PARQUE RESIDENCIAL SANTA AMELIA,principal,0,,,,,,
43978977000190,FORMA FIT SLIM,RJ,Araruama,3300209,CENTRO,principal,0,,,,,,
